entitlement_id,person_id,acct_id,platform,role_id,role_name,is_admin_role,permission_id,resource,action,privilege_level,is_sensitive,granted_at
ENT-000826,ID-0153,acct-okt-ID-0153-6d6f51,okta,role-okt-005,Help Desk Admin,False,perm-okt-03-05,api-tokens,execute,write,False,2025-08-09T15:04:07.652383
ENT-000827,ID-0153,acct-okt-ID-0153-6d6f51,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-00,sso-apps,read,read,False,2025-08-09T15:04:07.652383
ENT-000828,ID-0153,acct-okt-ID-0153-6d6f51,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-02,sso-apps,create,write,False,2025-08-09T15:04:07.652383
ENT-000829,ID-0153,acct-okt-ID-0153-6d6f51,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2025-08-09T15:04:07.652383
ENT-000830,ID-0153,acct-sal-ID-0153-037d4a,salesforce,role-sal-003,Read Only,False,perm-sal-01-00,contacts,read,read,False,2025-08-15T15:04:07.652383
ENT-000831,ID-0153,acct-sal-ID-0153-037d4a,salesforce,role-sal-003,Read Only,False,perm-sal-03-00,reports,read,read,False,2025-08-15T15:04:07.652383
ENT-000832,ID-0154,acct-azu-ID-0154-7a76b7,azure_ad,role-azu-003,User,False,perm-azu-03-01,conditional-access,write,write,False,2026-02-27T15:04:07.652383
ENT-000833,ID-0154,acct-azu-ID-0154-7a76b7,azure_ad,role-azu-003,User,False,perm-azu-00-02,subscriptions,create,write,False,2026-02-27T15:04:07.652383
ENT-000834,ID-0154,acct-ser-ID-0154-642a86,servicenow,role-ser-003,itil,False,perm-ser-04-00,service-catalog,read,read,False,2025-08-09T15:04:07.652383
ENT-000835,ID-0154,acct-ser-ID-0154-642a86,servicenow,role-ser-003,itil,False,perm-ser-01-00,changes,read,read,False,2025-08-09T15:04:07.652383
ENT-000836,ID-0155,acct-ser-ID-0155-894747,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-04,service-catalog,admin,admin,True,2025-09-19T15:04:07.652383
ENT-000837,ID-0155,acct-ser-ID-0155-894747,servicenow,role-ser-005,sn_change_read,False,perm-ser-03-00,workflows,read,read,False,2025-09-19T15:04:07.652383
ENT-000838,ID-0155,acct-ser-ID-0155-894747,servicenow,role-ser-005,sn_change_read,False,perm-ser-02-01,cmdb,write,write,False,2025-09-19T15:04:07.652383
ENT-000839,ID-0155,acct-ser-ID-0155-894747,servicenow,role-ser-005,sn_change_read,False,perm-ser-01-00,changes,read,read,False,2025-09-19T15:04:07.652383
ENT-000840,ID-0155,acct-ser-ID-0155-894747,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-05,service-catalog,execute,write,False,2025-09-19T15:04:07.652383
ENT-000841,ID-0155,acct-act-ID-0155-6ae5f2,active_directory,role-act-005,DNS Admins,False,perm-act-02-03,exchange,delete,admin,True,2025-09-18T15:04:07.652383
ENT-000842,ID-0156,acct-act-ID-0156-c797a1,active_directory,role-act-004,Remote Desktop Users,False,perm-act-02-00,exchange,read,read,False,2025-07-02T15:04:07.652383
ENT-000843,ID-0156,acct-azu-ID-0156-c533da,azure_ad,role-azu-003,User,False,perm-azu-03-01,conditional-access,write,write,False,2026-03-20T15:04:07.652383
ENT-000844,ID-0156,acct-azu-ID-0156-c533da,azure_ad,role-azu-003,User,False,perm-azu-00-02,subscriptions,create,write,False,2026-03-20T15:04:07.652383
ENT-000845,ID-0156,acct-aws-ID-0156-3dba9b,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-04-00,lambda:*,read,read,False,2025-06-21T15:04:07.652383
ENT-000846,ID-0156,acct-aws-ID-0156-3dba9b,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-00-00,s3://prod-data,read,read,False,2025-06-21T15:04:07.652383
ENT-000847,ID-0156,acct-aws-ID-0156-3dba9b,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-01,ec2:*,write,write,False,2025-06-21T15:04:07.652383
ENT-000848,ID-0157,acct-sal-ID-0157-c0504f,salesforce,role-sal-002,Standard User,False,perm-sal-00-02,accounts,create,write,False,2025-09-25T15:04:07.652383
ENT-000849,ID-0157,acct-ser-ID-0157-c4d0ea,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-04,service-catalog,admin,admin,True,2025-07-18T15:04:07.652383
ENT-000850,ID-0157,acct-ser-ID-0157-c4d0ea,servicenow,role-ser-005,sn_change_read,False,perm-ser-03-00,workflows,read,read,False,2025-07-18T15:04:07.652383
ENT-000851,ID-0157,acct-ser-ID-0157-c4d0ea,servicenow,role-ser-005,sn_change_read,False,perm-ser-02-01,cmdb,write,write,False,2025-07-18T15:04:07.652383
ENT-000852,ID-0157,acct-ser-ID-0157-c4d0ea,servicenow,role-ser-005,sn_change_read,False,perm-ser-01-00,changes,read,read,False,2025-07-18T15:04:07.652383
ENT-000853,ID-0157,acct-ser-ID-0157-c4d0ea,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-05,service-catalog,execute,write,False,2025-07-18T15:04:07.652383
ENT-000854,ID-0158,acct-act-ID-0158-08425b,active_directory,role-act-005,DNS Admins,False,perm-act-02-03,exchange,delete,admin,True,2025-08-06T15:04:07.652383
ENT-000855,ID-0158,acct-okt-ID-0158-093414,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-02-19T15:04:07.652383
ENT-000856,ID-0158,acct-okt-ID-0158-093414,okta,role-okt-003,Everyone,False,perm-okt-01-00,mfa-config,read,read,False,2026-02-19T15:04:07.652383
ENT-000857,ID-0158,acct-okt-ID-0158-093414,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-02-19T15:04:07.652383
ENT-000858,ID-0158,acct-okt-ID-0158-093414,okta,role-okt-003,Everyone,False,perm-okt-00-02,sso-apps,create,write,False,2026-02-19T15:04:07.652383
ENT-000859,ID-0158,acct-okt-ID-0158-093414,okta,role-okt-003,Everyone,False,perm-okt-02-03,user-management,delete,admin,True,2026-02-19T15:04:07.652383
ENT-000860,ID-0158,acct-aws-ID-0158-80c75e,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-04-03,lambda:*,delete,admin,True,2025-09-13T15:04:07.652383
ENT-000861,ID-0158,acct-aws-ID-0158-80c75e,aws_iam,role-aws-006,EC2Viewer,False,perm-aws-01-00,ec2:*,read,read,False,2025-09-13T15:04:07.652383
ENT-000862,ID-0159,acct-sal-ID-0159-f5802c,salesforce,role-sal-002,Standard User,False,perm-sal-00-02,accounts,create,write,False,2026-01-19T15:04:07.652383
ENT-000863,ID-0160,acct-azu-ID-0160-8380d9,azure_ad,role-azu-004,Guest,False,perm-azu-03-00,conditional-access,read,read,False,2025-12-18T15:04:07.652383
ENT-000864,ID-0160,acct-azu-ID-0160-8380d9,azure_ad,role-azu-004,Guest,False,perm-azu-03-02,conditional-access,create,write,False,2025-12-18T15:04:07.652383
ENT-000865,ID-0160,acct-azu-ID-0160-8380d9,azure_ad,role-azu-004,Guest,False,perm-azu-02-00,aad-users,read,read,False,2025-12-18T15:04:07.652383
ENT-000866,ID-0160,acct-azu-ID-0160-8380d9,azure_ad,role-azu-004,Guest,False,perm-azu-04-00,app-registrations,read,read,False,2025-12-18T15:04:07.652383
ENT-000867,ID-0161,acct-okt-ID-0161-ccf3f7,okta,role-okt-005,Help Desk Admin,False,perm-okt-02-00,user-management,read,read,False,2026-01-31T15:04:07.652383
ENT-000868,ID-0161,acct-okt-ID-0161-ccf3f7,okta,role-okt-005,Help Desk Admin,False,perm-okt-03-05,api-tokens,execute,write,False,2026-01-31T15:04:07.652383
ENT-000869,ID-0161,acct-okt-ID-0161-ccf3f7,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-00,sso-apps,read,read,False,2026-01-31T15:04:07.652383
ENT-000870,ID-0161,acct-okt-ID-0161-ccf3f7,okta,role-okt-005,Help Desk Admin,False,perm-okt-00-02,sso-apps,create,write,False,2026-01-31T15:04:07.652383
ENT-000871,ID-0161,acct-okt-ID-0161-ccf3f7,okta,role-okt-005,Help Desk Admin,False,perm-okt-04-03,policies,delete,admin,True,2026-01-31T15:04:07.652383
ENT-000872,ID-0161,acct-act-ID-0161-f98f6d,active_directory,role-act-005,DNS Admins,False,perm-act-02-03,exchange,delete,admin,True,2025-08-02T15:04:07.652383
ENT-000873,ID-0162,acct-ser-ID-0162-9efbb7,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-04,service-catalog,admin,admin,True,2025-08-12T15:04:07.652383
ENT-000874,ID-0162,acct-ser-ID-0162-9efbb7,servicenow,role-ser-005,sn_change_read,False,perm-ser-03-00,workflows,read,read,False,2025-08-12T15:04:07.652383
ENT-000875,ID-0162,acct-ser-ID-0162-9efbb7,servicenow,role-ser-005,sn_change_read,False,perm-ser-02-01,cmdb,write,write,False,2025-08-12T15:04:07.652383
ENT-000876,ID-0162,acct-ser-ID-0162-9efbb7,servicenow,role-ser-005,sn_change_read,False,perm-ser-01-00,changes,read,read,False,2025-08-12T15:04:07.652383
ENT-000877,ID-0162,acct-ser-ID-0162-9efbb7,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-05,service-catalog,execute,write,False,2025-08-12T15:04:07.652383
ENT-000878,ID-0162,acct-aws-ID-0162-c29421,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-03,iam:*,delete,admin,True,2026-04-21T15:04:07.652383
ENT-000879,ID-0162,acct-aws-ID-0162-c29421,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-01,iam:*,write,write,False,2026-04-21T15:04:07.652383
ENT-000880,ID-0162,acct-aws-ID-0162-c29421,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2026-04-21T15:04:07.652383
ENT-000881,ID-0162,acct-sal-ID-0162-1dddc9,salesforce,role-sal-005,Chatter User,False,perm-sal-02-04,opportunities,admin,admin,True,2026-06-15T15:04:07.652383
ENT-000882,ID-0162,acct-sal-ID-0162-1dddc9,salesforce,role-sal-005,Chatter User,False,perm-sal-00-00,accounts,read,read,False,2026-06-15T15:04:07.652383
ENT-000883,ID-0163,acct-aws-ID-0163-32f7e5,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-03,iam:*,delete,admin,True,2025-08-09T15:04:07.652383
ENT-000884,ID-0163,acct-aws-ID-0163-32f7e5,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-01,iam:*,write,write,False,2025-08-09T15:04:07.652383
ENT-000885,ID-0163,acct-aws-ID-0163-32f7e5,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2025-08-09T15:04:07.652383
ENT-000886,ID-0163,acct-git-ID-0163-123615,github,role-git-002,Member,False,perm-git-02-02,actions,create,write,False,2026-04-12T15:04:07.652383
ENT-000887,ID-0163,acct-git-ID-0163-123615,github,role-git-002,Member,False,perm-git-03-01,packages,write,write,False,2026-04-12T15:04:07.652383
ENT-000888,ID-0163,acct-git-ID-0163-123615,github,role-git-002,Member,False,perm-git-04-01,settings,write,write,False,2026-04-12T15:04:07.652383
ENT-000889,ID-0163,acct-git-ID-0163-123615,github,role-git-002,Member,False,perm-git-03-02,packages,create,write,False,2026-04-12T15:04:07.652383
ENT-000890,ID-0164,acct-sal-ID-0164-88d1fa,salesforce,role-sal-004,Marketing User,False,perm-sal-03-02,reports,create,write,False,2026-01-02T15:04:07.652383
ENT-000891,ID-0164,acct-sal-ID-0164-88d1fa,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2026-01-02T15:04:07.652383
ENT-000892,ID-0164,acct-sal-ID-0164-88d1fa,salesforce,role-sal-004,Marketing User,False,perm-sal-02-04,opportunities,admin,admin,True,2026-01-02T15:04:07.652383
ENT-000893,ID-0164,acct-sal-ID-0164-88d1fa,salesforce,role-sal-004,Marketing User,False,perm-sal-00-01,accounts,write,write,False,2026-01-02T15:04:07.652383
ENT-000894,ID-0164,acct-act-ID-0164-096a07,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2025-08-04T15:04:07.652383
ENT-000895,ID-0164,acct-act-ID-0164-096a07,active_directory,role-act-003,Domain User,False,perm-act-04-01,gpo,write,write,False,2025-08-04T15:04:07.652383
ENT-000896,ID-0164,acct-act-ID-0164-096a07,active_directory,role-act-003,Domain User,False,perm-act-02-00,exchange,read,read,False,2025-08-04T15:04:07.652383
ENT-000897,ID-0164,acct-act-ID-0164-096a07,active_directory,role-act-003,Domain User,False,perm-act-02-03,exchange,delete,admin,True,2025-08-04T15:04:07.652383
ENT-000898,ID-0165,acct-git-ID-0165-c85629,github,role-git-004,Triage,False,perm-git-00-01,repos:private,write,write,False,2025-11-01T15:04:07.652383
ENT-000899,ID-0166,acct-act-ID-0166-64a2a5,active_directory,role-act-003,Domain User,False,perm-act-02-01,exchange,write,write,False,2025-10-07T15:04:07.652383
ENT-000900,ID-0166,acct-act-ID-0166-64a2a5,active_directory,role-act-003,Domain User,False,perm-act-04-01,gpo,write,write,False,2025-10-07T15:04:07.652383
ENT-000901,ID-0166,acct-act-ID-0166-64a2a5,active_directory,role-act-003,Domain User,False,perm-act-02-00,exchange,read,read,False,2025-10-07T15:04:07.652383
ENT-000902,ID-0166,acct-act-ID-0166-64a2a5,active_directory,role-act-003,Domain User,False,perm-act-02-03,exchange,delete,admin,True,2025-10-07T15:04:07.652383
ENT-000903,ID-0167,acct-ser-ID-0167-bc1bc5,servicenow,role-ser-003,itil,False,perm-ser-04-00,service-catalog,read,read,False,2026-01-12T15:04:07.652383
ENT-000904,ID-0167,acct-ser-ID-0167-bc1bc5,servicenow,role-ser-003,itil,False,perm-ser-01-00,changes,read,read,False,2026-01-12T15:04:07.652383
ENT-000905,ID-0167,acct-aws-ID-0167-0c4a8c,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-04,lambda:*,admin,admin,True,2026-06-09T15:04:07.652383
ENT-000906,ID-0168,acct-aws-ID-0168-c71944,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-03,iam:*,delete,admin,True,2025-08-06T15:04:07.652383
ENT-000907,ID-0168,acct-aws-ID-0168-c71944,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-01,iam:*,write,write,False,2025-08-06T15:04:07.652383
ENT-000908,ID-0168,acct-aws-ID-0168-c71944,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2025-08-06T15:04:07.652383
ENT-000909,ID-0169,acct-aws-ID-0169-3c3c61,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-04-00,lambda:*,read,read,False,2025-09-17T15:04:07.652383
ENT-000910,ID-0169,acct-aws-ID-0169-3c3c61,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-00-00,s3://prod-data,read,read,False,2025-09-17T15:04:07.652383
ENT-000911,ID-0169,acct-aws-ID-0169-3c3c61,aws_iam,role-aws-004,S3ReadOnly,False,perm-aws-01-01,ec2:*,write,write,False,2025-09-17T15:04:07.652383
ENT-000912,ID-0169,acct-ser-ID-0169-d31332,servicenow,role-ser-003,itil,False,perm-ser-04-00,service-catalog,read,read,False,2026-04-27T15:04:07.652383
ENT-000913,ID-0169,acct-ser-ID-0169-d31332,servicenow,role-ser-003,itil,False,perm-ser-01-00,changes,read,read,False,2026-04-27T15:04:07.652383
ENT-000914,ID-0169,acct-azu-ID-0169-f1d4fe,azure_ad,role-azu-003,User,False,perm-azu-03-01,conditional-access,write,write,False,2025-08-21T15:04:07.652383
ENT-000915,ID-0169,acct-azu-ID-0169-f1d4fe,azure_ad,role-azu-003,User,False,perm-azu-00-02,subscriptions,create,write,False,2025-08-21T15:04:07.652383
ENT-000916,ID-0170,acct-ser-ID-0170-404f71,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-04,service-catalog,admin,admin,True,2025-10-24T15:04:07.652383
ENT-000917,ID-0170,acct-ser-ID-0170-404f71,servicenow,role-ser-005,sn_change_read,False,perm-ser-03-00,workflows,read,read,False,2025-10-24T15:04:07.652383
ENT-000918,ID-0170,acct-ser-ID-0170-404f71,servicenow,role-ser-005,sn_change_read,False,perm-ser-02-01,cmdb,write,write,False,2025-10-24T15:04:07.652383
ENT-000919,ID-0170,acct-ser-ID-0170-404f71,servicenow,role-ser-005,sn_change_read,False,perm-ser-01-00,changes,read,read,False,2025-10-24T15:04:07.652383
ENT-000920,ID-0170,acct-ser-ID-0170-404f71,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-05,service-catalog,execute,write,False,2025-10-24T15:04:07.652383
ENT-000921,ID-0170,acct-azu-ID-0170-c6b5aa,azure_ad,role-azu-004,Guest,False,perm-azu-03-00,conditional-access,read,read,False,2025-08-09T15:04:07.652383
ENT-000922,ID-0170,acct-azu-ID-0170-c6b5aa,azure_ad,role-azu-004,Guest,False,perm-azu-03-02,conditional-access,create,write,False,2025-08-09T15:04:07.652383
ENT-000923,ID-0170,acct-azu-ID-0170-c6b5aa,azure_ad,role-azu-004,Guest,False,perm-azu-02-00,aad-users,read,read,False,2025-08-09T15:04:07.652383
ENT-000924,ID-0170,acct-azu-ID-0170-c6b5aa,azure_ad,role-azu-004,Guest,False,perm-azu-04-00,app-registrations,read,read,False,2025-08-09T15:04:07.652383
ENT-000925,ID-0171,acct-ser-ID-0171-0312bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-02-00,cmdb,read,read,False,2025-10-27T15:04:07.652383
ENT-000926,ID-0171,acct-ser-ID-0171-0312bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-01,incidents,write,write,False,2025-10-27T15:04:07.652383
ENT-000927,ID-0171,acct-ser-ID-0171-0312bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-00-02,incidents,create,write,False,2025-10-27T15:04:07.652383
ENT-000928,ID-0171,acct-ser-ID-0171-0312bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-01-03,changes,delete,admin,True,2025-10-27T15:04:07.652383
ENT-000929,ID-0171,acct-ser-ID-0171-0312bb,servicenow,role-ser-004,sn_incident_read,False,perm-ser-03-00,workflows,read,read,False,2025-10-27T15:04:07.652383
ENT-000930,ID-0171,acct-aws-ID-0171-f9b48f,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-03,iam:*,delete,admin,True,2025-09-09T15:04:07.652383
ENT-000931,ID-0171,acct-aws-ID-0171-f9b48f,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-01,iam:*,write,write,False,2025-09-09T15:04:07.652383
ENT-000932,ID-0171,acct-aws-ID-0171-f9b48f,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2025-09-09T15:04:07.652383
ENT-000933,ID-0172,acct-git-ID-0172-0ff58c,github,role-git-002,Member,False,perm-git-02-02,actions,create,write,False,2025-11-10T15:04:07.652383
ENT-000934,ID-0172,acct-git-ID-0172-0ff58c,github,role-git-002,Member,False,perm-git-03-01,packages,write,write,False,2025-11-10T15:04:07.652383
ENT-000935,ID-0172,acct-git-ID-0172-0ff58c,github,role-git-002,Member,False,perm-git-04-01,settings,write,write,False,2025-11-10T15:04:07.652383
ENT-000936,ID-0172,acct-git-ID-0172-0ff58c,github,role-git-002,Member,False,perm-git-03-02,packages,create,write,False,2025-11-10T15:04:07.652383
ENT-000937,ID-0172,acct-okt-ID-0172-e65516,okta,role-okt-004,App User,False,perm-okt-03-05,api-tokens,execute,write,False,2025-10-26T15:04:07.652383
ENT-000938,ID-0173,acct-act-ID-0173-8fbb6b,active_directory,role-act-005,DNS Admins,False,perm-act-02-03,exchange,delete,admin,True,2025-08-27T15:04:07.652383
ENT-000939,ID-0173,acct-git-ID-0173-e6a803,github,role-git-002,Member,False,perm-git-02-02,actions,create,write,False,2026-03-07T15:04:07.652383
ENT-000940,ID-0173,acct-git-ID-0173-e6a803,github,role-git-002,Member,False,perm-git-03-01,packages,write,write,False,2026-03-07T15:04:07.652383
ENT-000941,ID-0173,acct-git-ID-0173-e6a803,github,role-git-002,Member,False,perm-git-04-01,settings,write,write,False,2026-03-07T15:04:07.652383
ENT-000942,ID-0173,acct-git-ID-0173-e6a803,github,role-git-002,Member,False,perm-git-03-02,packages,create,write,False,2026-03-07T15:04:07.652383
ENT-000943,ID-0174,acct-okt-ID-0174-1aef41,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-05-24T15:04:07.652383
ENT-000944,ID-0174,acct-okt-ID-0174-1aef41,okta,role-okt-003,Everyone,False,perm-okt-01-00,mfa-config,read,read,False,2026-05-24T15:04:07.652383
ENT-000945,ID-0174,acct-okt-ID-0174-1aef41,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-05-24T15:04:07.652383
ENT-000946,ID-0174,acct-okt-ID-0174-1aef41,okta,role-okt-003,Everyone,False,perm-okt-00-02,sso-apps,create,write,False,2026-05-24T15:04:07.652383
ENT-000947,ID-0174,acct-okt-ID-0174-1aef41,okta,role-okt-003,Everyone,False,perm-okt-02-03,user-management,delete,admin,True,2026-05-24T15:04:07.652383
ENT-000948,ID-0174,acct-sal-ID-0174-e08864,salesforce,role-sal-004,Marketing User,False,perm-sal-03-02,reports,create,write,False,2025-11-11T15:04:07.652383
ENT-000949,ID-0174,acct-sal-ID-0174-e08864,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2025-11-11T15:04:07.652383
ENT-000950,ID-0174,acct-sal-ID-0174-e08864,salesforce,role-sal-004,Marketing User,False,perm-sal-02-04,opportunities,admin,admin,True,2025-11-11T15:04:07.652383
ENT-000951,ID-0174,acct-sal-ID-0174-e08864,salesforce,role-sal-004,Marketing User,False,perm-sal-00-01,accounts,write,write,False,2025-11-11T15:04:07.652383
ENT-000952,ID-0175,acct-okt-ID-0175-5b8159,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-01-24T15:04:07.652383
ENT-000953,ID-0175,acct-okt-ID-0175-5b8159,okta,role-okt-003,Everyone,False,perm-okt-01-00,mfa-config,read,read,False,2026-01-24T15:04:07.652383
ENT-000954,ID-0175,acct-okt-ID-0175-5b8159,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-01-24T15:04:07.652383
ENT-000955,ID-0175,acct-okt-ID-0175-5b8159,okta,role-okt-003,Everyone,False,perm-okt-00-02,sso-apps,create,write,False,2026-01-24T15:04:07.652383
ENT-000956,ID-0175,acct-okt-ID-0175-5b8159,okta,role-okt-003,Everyone,False,perm-okt-02-03,user-management,delete,admin,True,2026-01-24T15:04:07.652383
ENT-000957,ID-0175,acct-ser-ID-0175-3d5807,servicenow,role-ser-003,itil,False,perm-ser-04-00,service-catalog,read,read,False,2025-10-14T15:04:07.652383
ENT-000958,ID-0175,acct-ser-ID-0175-3d5807,servicenow,role-ser-003,itil,False,perm-ser-01-00,changes,read,read,False,2025-10-14T15:04:07.652383
ENT-000959,ID-0176,acct-ser-ID-0176-48fb14,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-04,service-catalog,admin,admin,True,2025-12-06T15:04:07.652383
ENT-000960,ID-0176,acct-ser-ID-0176-48fb14,servicenow,role-ser-005,sn_change_read,False,perm-ser-03-00,workflows,read,read,False,2025-12-06T15:04:07.652383
ENT-000961,ID-0176,acct-ser-ID-0176-48fb14,servicenow,role-ser-005,sn_change_read,False,perm-ser-02-01,cmdb,write,write,False,2025-12-06T15:04:07.652383
ENT-000962,ID-0176,acct-ser-ID-0176-48fb14,servicenow,role-ser-005,sn_change_read,False,perm-ser-01-00,changes,read,read,False,2025-12-06T15:04:07.652383
ENT-000963,ID-0176,acct-ser-ID-0176-48fb14,servicenow,role-ser-005,sn_change_read,False,perm-ser-04-05,service-catalog,execute,write,False,2025-12-06T15:04:07.652383
ENT-000964,ID-0176,acct-okt-ID-0176-ad4e07,okta,role-okt-003,Everyone,False,perm-okt-03-01,api-tokens,write,write,False,2026-02-19T15:04:07.652383
ENT-000965,ID-0176,acct-okt-ID-0176-ad4e07,okta,role-okt-003,Everyone,False,perm-okt-01-00,mfa-config,read,read,False,2026-02-19T15:04:07.652383
ENT-000966,ID-0176,acct-okt-ID-0176-ad4e07,okta,role-okt-003,Everyone,False,perm-okt-02-00,user-management,read,read,False,2026-02-19T15:04:07.652383
ENT-000967,ID-0176,acct-okt-ID-0176-ad4e07,okta,role-okt-003,Everyone,False,perm-okt-00-02,sso-apps,create,write,False,2026-02-19T15:04:07.652383
ENT-000968,ID-0176,acct-okt-ID-0176-ad4e07,okta,role-okt-003,Everyone,False,perm-okt-02-03,user-management,delete,admin,True,2026-02-19T15:04:07.652383
ENT-000969,ID-0176,acct-sal-ID-0176-fa9462,salesforce,role-sal-004,Marketing User,False,perm-sal-03-02,reports,create,write,False,2025-10-16T15:04:07.652383
ENT-000970,ID-0176,acct-sal-ID-0176-fa9462,salesforce,role-sal-004,Marketing User,False,perm-sal-01-01,contacts,write,write,False,2025-10-16T15:04:07.652383
ENT-000971,ID-0176,acct-sal-ID-0176-fa9462,salesforce,role-sal-004,Marketing User,False,perm-sal-02-04,opportunities,admin,admin,True,2025-10-16T15:04:07.652383
ENT-000972,ID-0176,acct-sal-ID-0176-fa9462,salesforce,role-sal-004,Marketing User,False,perm-sal-00-01,accounts,write,write,False,2025-10-16T15:04:07.652383
ENT-000973,ID-0177,acct-azu-ID-0177-c36160,azure_ad,role-azu-004,Guest,False,perm-azu-03-00,conditional-access,read,read,False,2025-10-22T15:04:07.652383
ENT-000974,ID-0177,acct-azu-ID-0177-c36160,azure_ad,role-azu-004,Guest,False,perm-azu-03-02,conditional-access,create,write,False,2025-10-22T15:04:07.652383
ENT-000975,ID-0177,acct-azu-ID-0177-c36160,azure_ad,role-azu-004,Guest,False,perm-azu-02-00,aad-users,read,read,False,2025-10-22T15:04:07.652383
ENT-000976,ID-0177,acct-azu-ID-0177-c36160,azure_ad,role-azu-004,Guest,False,perm-azu-04-00,app-registrations,read,read,False,2025-10-22T15:04:07.652383
ENT-000977,ID-0178,acct-aws-ID-0178-e1ce3c,aws_iam,role-aws-003,ReadOnlyAccess,False,perm-aws-04-04,lambda:*,admin,admin,True,2025-12-22T15:04:07.652383
ENT-000978,ID-0179,acct-git-ID-0179-81694d,github,role-git-002,Member,False,perm-git-02-02,actions,create,write,False,2026-01-25T15:04:07.652383
ENT-000979,ID-0179,acct-git-ID-0179-81694d,github,role-git-002,Member,False,perm-git-03-01,packages,write,write,False,2026-01-25T15:04:07.652383
ENT-000980,ID-0179,acct-git-ID-0179-81694d,github,role-git-002,Member,False,perm-git-04-01,settings,write,write,False,2026-01-25T15:04:07.652383
ENT-000981,ID-0179,acct-git-ID-0179-81694d,github,role-git-002,Member,False,perm-git-03-02,packages,create,write,False,2026-01-25T15:04:07.652383
ENT-000982,ID-0179,acct-sal-ID-0179-885d56,salesforce,role-sal-002,Standard User,False,perm-sal-00-02,accounts,create,write,False,2026-02-11T15:04:07.652383
ENT-000983,ID-0179,acct-aws-ID-0179-4aa025,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-03,iam:*,delete,admin,True,2025-07-18T15:04:07.652383
ENT-000984,ID-0179,acct-aws-ID-0179-4aa025,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-02-01,iam:*,write,write,False,2025-07-18T15:04:07.652383
ENT-000985,ID-0179,acct-aws-ID-0179-4aa025,aws_iam,role-aws-005,CloudWatchReadOnly,False,perm-aws-00-01,s3://prod-data,write,write,False,2025-07-18T15:04:07.652383
